,name,company,year,Price,kms_driven,fuel_type,transmission
2121,Hyundai i20,Hyundai,2013,325000,78000,Diesel,Manual
2122,Tata Zest,Tata,2018,450000,45000,Petrol,Manual
2123,Ford EcoSport,Ford,2017,825000,35000,Diesel,Manual
2124,Hyundai Accent,Hyundai,2007,125000,76000,Petrol,Manual
2125,Mahindra Xylo,Mahindra,2015,434999,100000,Diesel,Manual
2126,Mahindra Scorpio,Mahindra,2011,484999,99000,Diesel,Manual
2127,Maruti Ritz,Maruti,2009,175000,80000,Diesel,Manual
2128,Honda Civic,Honda,2006,220000,120000,Petrol,Manual
2129,Honda BR-V,Honda,2020,1250000,1100,Petrol,Manual
2130,Maruti Omni,Maruti,2017,215000,34000,Petrol,Manual
2131,Mahindra XUV500,Mahindra,2014,625000,68000,Diesel,Manual
2132,Ford EcoSport,Ford,2018,615000,15000,Diesel,Manual
2133,Chevrolet Beat,Chevrolet,2012,130000,58000,Diesel,Manual
2134,Tata Indigo,Tata,2013,175000,50300,Diesel,Manual
2135,Tata Indigo,Tata,2011,150000,70000,Diesel,Manual
2136,Tata Indica,Tata,2011,195000,60000,Diesel,Manual
2137,Maruti Ertiga,Maruti,2020,550000,90000,Diesel,Manual
2138,Isuzu D-Max,Isuzu,2018,1500000,40000,Diesel,Manual
2139,Skoda Superb,Skoda,2010,400000,80000,Petrol,Manual
2140,Nissan Kicks,Nissan,2019,1350000,15000,Diesel,Manual
2141,Maruti Swift,Maruti,2015,217000,45000,Petrol,Manual
2142,Maruti Swift,Maruti,2011,290000,130000,Diesel,Manual
2143,Mahindra Bolero,Mahindra,2018,700000,80000,Diesel,Manual
2144,Maruti Alto,Maruti,2014,175000,40000,Petrol,Manual
2145,Volkswagen Ameo,Volkswagen,2017,575000,80000,Diesel,Manual
2146,Maruti Ritz,Maruti,2016,380000,100000,Diesel,Manual
2147,Mahindra Xylo,Mahindra,2013,350000,151624,Diesel,Manual
2148,Renault Duster,Renault,2012,450000,160000,Diesel,Manual
2149,Hyundai Santro,Hyundai,2005,130000,110000,CNG,Manual
2150,Maruti Swift,Maruti,2015,320000,74820,Diesel,Manual
2151,Mahindra XUV500,Mahindra,2014,550000,82000,Diesel,Manual
2152,Maruti Wagon,Maruti,2015,370000,50000,Petrol,Manual
2153,Chevrolet Beat,Chevrolet,2010,114999,70000,Petrol,Manual
2154,Ford Ecosport,Ford,2020,1100000,1000,Petrol,Manual
2155,Hyundai Tucson,Hyundai,2006,170000,170000,Diesel,Manual
2156,Tata Indigo,Tata,2008,80000,150000,Diesel,Manual
2157,Ford EcoSport,Ford,2019,950000,17000,Diesel,Manual
2158,Maruti Swift,Maruti,2014,425000,150000,Diesel,Manual
2159,Hyundai i20,Hyundai,2015,500000,80000,Diesel,Manual
2160,Hyundai Santro,Hyundai,2005,70000,170000,Petrol,Manual
2161,Honda Amaze,Honda,2013,349000,120000,Diesel,Manual
2162,Hyundai i20,Hyundai,2012,330000,90000,Petrol,Manual
2163,Hyundai Santro,Hyundai,2010,120000,90000,Petrol,Manual
2164,Hyundai Verna,Hyundai,2013,430000,100000,Diesel,Manual
2165,Maruti Swift,Maruti,2014,390000,90000,Diesel,Manual
2166,Nissan Micra,Nissan,2012,225000,129000,Diesel,Manual
2167,Mahindra Scorpio,Mahindra,2010,350000,186000,Diesel,Automatic
2168,Tata Sumo,Tata,2009,100000,66778,Diesel,Manual
2169,Hyundai EON,Hyundai,2014,190000,50000,Petrol,Manual
2170,Hyundai i20,Hyundai,2014,315000,110000,Diesel,Manual
2171,Hyundai Grand,Hyundai,2015,300000,60000,Diesel,Manual
2172,Renault KWID,Renault,2016,280000,40000,Petrol,Manual
2173,Hyundai Tucson,Hyundai,2017,1650000,55000,Diesel,Manual
2174,Hyundai EON,Hyundai,2015,295000,21000,Petrol,Manual
2175,Jaguar XF,Jaguar,2012,2050000,66363,Petrol,Automatic
2176,Hyundai Creta,Hyundai,2018,1475000,11700,Petrol,Automatic
2177,Hyundai Verna,Hyundai,2017,1100000,10000,Petrol,Automatic
2178,Mercedes-Benz GL-Class,Mercedes-Benz,2014,4400000,100000,Diesel,Automatic
2179,Maruti Swift,Maruti,2016,670000,7104,Petrol,Manual
2180,Maruti S-Cross,Maruti,2015,750000,45974,Diesel,Manual
2181,Hyundai Verna,Hyundai,2015,760000,55340,Petrol,Manual
2182,Volkswagen Polo,Volkswagen,2017,850000,20000,Petrol,Automatic
2183,Renault Pulse,Renault,2015,390000,61585,Diesel,Manual
2184,Maruti Celerio,Maruti,2016,450000,39415,Petrol,Automatic
2185,Honda Brio,Honda,2014,425000,29654,Petrol,Manual
2186,Maruti Baleno,Maruti,2016,770000,64672,Diesel,Manual
2187,Hyundai Creta,Hyundai,2015,1150000,54634,Diesel,Automatic
2188,Honda City,Honda,2015,775000,66521,Petrol,Manual
2189,Hyundai Elite,Hyundai,2019,720000,3000,Petrol,Automatic
2190,Toyota Innova,Toyota,2018,1725000,23974,Diesel,Automatic
2191,Tata Tiago,Tata,2018,539000,10000,Petrol,Manual
2192,Maruti Celerio,Maruti,2017,420000,50000,Petrol,Manual
2193,Maruti Omni,Maruti,2001,85000,70000,Petrol,Manual
2194,OpelCorsa 1.6Gls,OpelCorsa,2004,142000,73000,Petrol,Manual
2195,Hyundai EON,Hyundai,2014,180000,76000,Petrol,Manual
2196,Chevrolet Tavera,Chevrolet,2014,400000,120000,Diesel,Manual
2197,Mahindra Scorpio,Mahindra,2009,360000,170000,Diesel,Automatic
2198,Hyundai Santro,Hyundai,2003,85000,110000,Petrol,Manual
2199,Honda Brio,Honda,2016,350000,63400,Petrol,Manual
2200,Datsun GO,Datsun,2015,380000,25000,Petrol,Manual
2201,Hyundai i10,Hyundai,2009,140000,80000,Petrol,Manual
2202,Maruti Wagon,Maruti,2012,200000,90000,Petrol,Manual
2203,Hyundai Santro,Hyundai,2011,150000,157000,Petrol,Manual
2204,Tata Indica,Tata,2012,150000,80000,Diesel,Manual
2205,Maruti 800,Maruti,2006,90000,40000,Petrol,Manual
2206,Mahindra Bolero,Mahindra,2007,300000,100000,Diesel,Manual
2207,Renault KWID,Renault,2017,280000,50000,Petrol,Manual
2208,Maruti Alto,Maruti,2011,200000,40000,Petrol,Manual
2209,Chevrolet Aveo,Chevrolet,2009,110000,38500,Petrol,Manual
2210,Hyundai i10,Hyundai,2008,140000,103921,Petrol,Manual
2211,Hyundai Creta,Hyundai,2020,1050000,10000,Diesel,Manual
2212,Honda City,Honda,2018,1150000,14825,Petrol,Manual
2213,Honda BR-V,Honda,2016,910000,43377,Diesel,Manual
2214,Ford Figo,Ford,2010,160000,102307,Diesel,Manual
2215,Maruti Zen,Maruti,2004,105000,79000,Petrol,Manual
2216,Skoda Octavia,Skoda,2014,1200000,135000,Diesel,Automatic
2217,Renault KWID,Renault,2018,300000,10500,Petrol,Manual
2218,Maruti Wagon,Maruti,2004,70000,90000,Petrol,Manual
2219,Chevrolet Beat,Chevrolet,2012,160000,110000,Diesel,Manual
2220,Chevrolet Beat,Chevrolet,2012,160000,50000,Diesel,Manual
2221,Chevrolet Sail,Chevrolet,2013,225000,80000,Diesel,Manual
2222,Honda Jazz,Honda,2018,790000,19571,Diesel,Manual
2223,Honda City,Honda,2002,145000,100000,Petrol,Manual
2224,Honda City,Honda,2018,1200000,29600,Petrol,Manual
2225,Ford EcoSport,Ford,2018,930000,20000,Diesel,Manual
2226,Hyundai EON,Hyundai,2016,210000,30000,Petrol,Manual
2227,Hyundai Getz,Hyundai,2008,110000,154000,Diesel,Manual
2228,Maruti Swift,Maruti,2011,175000,70000,Petrol,Manual
2229,Maruti Vitara,Maruti,2018,950000,15000,Diesel,Automatic
2230,Renault Lodgy,Renault,2017,650000,40000,Diesel,Manual
2231,Maruti Swift,Maruti,2019,550000,51000,Petrol,Manual
2232,Maruti Alto,Maruti,2008,85000,120000,Petrol,Manual
2233,Maruti Celerio,Maruti,2019,340000,50000,Petrol,Manual
2234,Renault Captur,Renault,2017,825000,13500,Diesel,Manual
2235,Toyota Etios,Toyota,2016,509999,35000,Petrol,Manual
2236,Renault Duster,Renault,2013,450000,1000,Diesel,Manual
2237,Mercedes-Benz C-Class,Mercedes-Benz,2018,3800000,10000,Diesel,Automatic
2238,Audi A4,Audi,2013,1580000,86000,Diesel,Automatic
2239,BMW X5,BMW,2019,4950000,30000,Diesel,Automatic
2240,Hyundai Creta,Hyundai,2016,535000,52600,Diesel,Manual
2241,Maruti SX4,Maruti,2012,225000,110000,Petrol,Manual
2242,Hyundai Grand,Hyundai,2017,550000,19890,Petrol,Automatic
2243,Maruti Swift,Maruti,2016,670000,7104,Petrol,Manual
2244,Maruti Ertiga,Maruti,2015,625000,11918,Petrol,Manual
2245,Hyundai Grand,Hyundai,2017,520000,10510,Petrol,Automatic
2246,Chevrolet Beat,Chevrolet,2016,239000,41000,Petrol,Manual
2247,Toyota Fortuner,Toyota,2017,2600000,47162,Diesel,Automatic
2248,Maruti S-Cross,Maruti,2015,750000,45974,Diesel,Manual
2249,Hyundai i10,Hyundai,2012,229999,49824,Petrol,Manual
2250,Audi A6,Audi,2013,1300000,58500,Diesel,Automatic
2251,Hyundai Santro,Hyundai,2005,80000,56580,Petrol,Manual
2252,Skoda Laura,Skoda,2012,385000,52000,Diesel,Manual
2253,Hyundai Verna,Hyundai,2015,760000,55340,Petrol,Manual
2254,Maruti Swift,Maruti,2017,600000,46507,Diesel,Manual
2255,Renault Duster,Renault,2013,450000,1000,Diesel,Manual
2256,Mercedes-Benz C-Class,Mercedes-Benz,2018,3800000,10000,Diesel,Automatic
2257,Audi A4,Audi,2013,1580000,86000,Diesel,Automatic
2258,BMW X5,BMW,2019,4950000,30000,Diesel,Automatic
2259,Hyundai Creta,Hyundai,2016,535000,52600,Diesel,Manual
2260,Maruti SX4,Maruti,2012,225000,110000,Petrol,Manual
2261,Hyundai Grand,Hyundai,2017,550000,19890,Petrol,Automatic
2262,Maruti Swift,Maruti,2016,670000,7104,Petrol,Manual
2263,Maruti Ertiga,Maruti,2015,625000,11918,Petrol,Manual
2264,Hyundai Grand,Hyundai,2017,520000,10510,Petrol,Automatic
2265,Chevrolet Beat,Chevrolet,2016,239000,41000,Petrol,Manual
2266,Toyota Fortuner,Toyota,2017,2600000,47162,Diesel,Automatic
2267,Maruti S-Cross,Maruti,2015,750000,45974,Diesel,Manual
2268,Hyundai i10,Hyundai,2012,229999,49824,Petrol,Manual
2269,Audi A6,Audi,2013,1300000,58500,Diesel,Automatic
2270,Hyundai Santro,Hyundai,2005,80000,56580,Petrol,Manual
2271,Skoda Laura,Skoda,2012,385000,52000,Diesel,Manual
2272,Hyundai Verna,Hyundai,2015,760000,55340,Petrol,Manual
2273,Maruti Swift,Maruti,2017,600000,46507,Diesel,Manual
2274,Maruti Baleno,Maruti,2017,650000,70000,Diesel,Manual
2275,Chevrolet Spark,Chevrolet,2011,140000,60000,Petrol,Manual
2276,Maruti Alto,Maruti,2011,150000,70000,Petrol,Manual
2277,Datsun GO,Datsun,2018,450000,10000,Petrol,Manual
2278,Hyundai Accent,Hyundai,2006,170000,245244,Diesel,Manual
2279,Renault KWID,Renault,2017,400000,60000,Petrol,Manual
2280,Tata Tiago,Tata,2016,300000,30000,Petrol,Manual
2281,Maruti Alto,Maruti,2012,250000,8000,Petrol,Manual
2282,Tata Tigor,Tata,2019,500000,10000,Petrol,Manual
2283,Hyundai Accent,Hyundai,2002,85000,100000,Diesel,Manual
2284,Nissan Sunny,Nissan,2012,300000,110000,Diesel,Manual
2285,Hyundai Santro,Hyundai,2005,80000,56580,Petrol,Manual
2286,Mahindra XUV500,Mahindra,2015,740000,45000,Diesel,Automatic
2287,Hyundai Santro,Hyundai,2005,70000,68500,Petrol,Manual
2288,Hyundai Santro,Hyundai,2019,484999,5007,Petrol,Automatic
2289,Nissan Micra,Nissan,2013,164000,30000,Petrol,Manual
2290,Honda City,Honda,2008,140000,70000,Petrol,Automatic
2291,Mercedes-Benz E-Class,Mercedes-Benz,2011,999000,49600,Diesel,Automatic
2292,Maruti Alto,Maruti,2005,56000,23000,Petrol,Manual
2293,BMW 7,BMW,2006,1050000,30000,Diesel,Automatic
2294,Hyundai Verna,Hyundai,2010,190000,38000,Petrol,Manual
2295,Audi Q5,Audi,2018,3899000,22000,Diesel,Automatic
2296,Hyundai i10,Hyundai,2011,235000,43100,Petrol,Manual
2297,Datsun GO,Datsun,2017,350000,10171,Petrol,Manual
2298,Renault Duster,Renault,2015,465000,41123,Diesel,Manual
2299,Toyota Camry,Toyota,2017,1900000,20118,Petrol,Automatic
2300,Honda City,Honda,2014,450000,40000,Diesel,Manual
2301,Volkswagen Jetta,Volkswagen,2015,790000,52517,Diesel,Manual
2302,Mahindra Marazzo,Mahindra,2019,900000,20000,Diesel,Manual
2303,Ford Ecosport,Ford,2014,450000,99117,Diesel,Manual
2304,Chevrolet Spark,Chevrolet,2009,135000,90000,Petrol,Manual
2305,Maruti Celerio,Maruti,2019,425000,3700,Petrol,Manual
2306,Tata Indica,Tata,2010,100000,80000,Diesel,Manual
2307,Ford EcoSport,Ford,2015,650000,100000,Diesel,Manual
2308,Tata Indica,Tata,2011,90000,54000,Diesel,Manual
2309,Hyundai EON,Hyundai,2017,250000,19000,Petrol,Manual
2310,Maruti Swift,Maruti,2014,300000,120000,Diesel,Manual
2311,Maruti Wagon,Maruti,2014,275000,30000,Petrol,Manual
2312,Honda BRV,Honda,2017,600000,43500,Petrol,Manual
2313,Renault KWID,Renault,2016,270000,60000,Petrol,Manual
2314,Renault KWID,Renault,2016,240000,70000,Petrol,Manual
2315,Skoda Octavia,Skoda,2014,1200000,135000,Diesel,Automatic
2316,Chevrolet Beat,Chevrolet,2012,160000,50000,Diesel,Manual
2317,Honda Jazz,Honda,2018,790000,19571,Diesel,Manual
2318,Honda City,Honda,2018,1200000,29600,Petrol,Manual
2319,Maruti Swift,Maruti,2011,175000,70000,Petrol,Manual
2320,Maruti Vitara,Maruti,2018,950000,15000,Diesel,Automatic
2321,Maruti Celerio,Maruti,2019,340000,50000,Petrol,Manual
2322,Renault Captur,Renault,2017,825000,13500,Diesel,Manual
2323,Audi A4,Audi,2018,3100000,22000,Petrol,Automatic
2324,Honda Amaze,Honda,2018,780000,25000,Diesel,Manual
2325,Toyota Corolla,Toyota,2010,350000,80000,Petrol,Automatic
2326,Honda Amaze,Honda,2018,690000,39000,Petrol,Manual
2327,Maruti Alto,Maruti,2016,245000,60000,Petrol,Manual
2328,Honda Amaze,Honda,2018,790000,49000,Diesel,Manual
2329,Honda Amaze,Honda,2018,680000,48600,Petrol,Manual
2330,Hyundai Grand,Hyundai,2017,540000,20000,Petrol,Manual
2331,Mahindra KUV,Mahindra,2016,425000,25000,Petrol,Manual
2332,Maruti Zen,Maruti,2008,140000,120000,Petrol,Manual
2333,Maruti Ertiga,Maruti,2019,1100000,30000,Diesel,Manual
2334,Renault Lodgy,Renault,2015,715000,35000,Diesel,Manual
2335,Maruti Swift,Maruti,2013,370000,90000,Petrol,Manual
2336,Hyundai Verna,Hyundai,2007,175000,80000,Diesel,Manual
2337,Mercedes-Benz E-Class,Mercedes-Benz,1998,1000000,35000,Petrol,Automatic
2338,Maruti Alto,Maruti,2013,92800,25000,Petrol,Manual
2339,Tata Xenon,Tata,2014,291000,90000,Diesel,Manual
2340,Maruti Alto,Maruti,2013,92800,25000,Petrol,Manual
2341,Renault KWID,Renault,2016,350000,20000,Petrol,Manual
2342,Maruti Omni,Maruti,1998,65000,60000,Petrol,Manual
2343,Maruti Swift,Maruti,2015,650000,58000,Diesel,Manual
2344,Maruti Wagon,Maruti,2014,350000,40000,Petrol,Manual
2345,Maruti Wagon,Maruti,2005,75000,70000,Petrol,Manual
2346,Hyundai i20,Hyundai,2012,440000,70000,Diesel,Manual
2347,Hyundai Santro,Hyundai,2013,270000,60000,Petrol,Manual
2348,Toyota Innova,Toyota,2014,1150000,135000,Diesel,Manual
2349,Maruti Omni,Maruti,2015,238000,70000,Petrol,Manual
2350,Mercedes-Benz B,Mercedes-Benz,2013,1100000,40000,Petrol,Automatic
2351,Mahindra XUV500,Mahindra,2015,1200000,75000,Diesel,Manual
2352,Skoda Fabia,Skoda,2010,260000,150000,Diesel,Manual
2353,Toyota Etios,Toyota,2012,350000,140000,Diesel,Manual
2354,Toyota Etios,Toyota,2015,480000,70000,Diesel,Manual
2355,Toyota Etios,Toyota,2012,345000,137250,Diesel,Manual
2356,Mahindra Scorpio,Mahindra,2013,500000,110000,Diesel,Manual
2357,Hyundai Grand,Hyundai,2017,595000,27000,Petrol,Manual
2358,Hyundai Verna,Hyundai,2019,1295000,9000,Diesel,Manual
2359,Volkswagen Vento,Volkswagen,2019,1350000,5400,Diesel,Manual
2360,Renault KWID,Renault,2020,541000,1000,Petrol,Manual
2361,Hyundai Santro,Hyundai,2018,515000,16000,Petrol,Manual
2362,Ford Figo,Ford,2019,894999,13000,Diesel,Manual
2363,Renault Pulse,Renault,2012,325000,47000,Diesel,Manual
2364,Maruti Ciaz,Maruti,2018,925000,22000,Petrol,Manual
2365,Nissan Terrano,Nissan,2017,844999,30000,Petrol,Manual
2366,Maruti Ciaz,Maruti,2018,925000,20000,Petrol,Manual
2367,Tata Manza,Tata,2013,300000,60000,Diesel,Manual
2368,Toyota Camry,Toyota,2008,650000,75000,Petrol,Manual
2369,Maruti Alto,Maruti,2010,175000,64000,Petrol,Manual
2370,Maruti SX4,Maruti,2015,325000,80000,Diesel,Manual
2371,Renault Duster,Renault,2017,600000,90000,Diesel,Manual
2372,Maruti Swift,Maruti,2018,700000,30000,Petrol,Manual
2373,Toyota Corolla,Toyota,2003,95000,120000,Petrol,Automatic
2374,Maruti Celerio,Maruti,2019,490000,20000,Petrol,Manual
2375,Tata Safari,Tata,2013,380000,100000,Diesel,Manual
2376,Hyundai Grand,Hyundai,2018,550000,31000,Petrol,Manual
2377,Maruti Alto,Maruti,2013,225000,47000,Petrol,Manual
2378,Tata Nexon,Tata,2018,570000,11200,Petrol,Manual
2379,Maruti Alto,Maruti,2018,305000,35000,Petrol,Manual
2380,Maruti Wagon,Maruti,2010,240000,50000,LPG,Manual
2381,Maruti Ertiga,Maruti,2015,700000,55000,Diesel,Manual
2382,Maruti Omni,Maruti,2018,288000,20000,Petrol,Manual
2383,Mahindra Bolero,Mahindra,2017,800000,75000,Diesel,Manual
2384,Maruti Celerio,Maruti,2017,430000,93000,Petrol,Manual
2385,Chevrolet Beat,Chevrolet,2009,195000,57000,Diesel,Manual
2386,Maruti Eeco,Maruti,2014,325000,30000,Petrol,Manual
2387,Renault Duster,Renault,2013,450000,73000,Diesel,Manual
2388,Maruti Swift,Maruti,2016,630000,65000,Diesel,Manual
2389,Maruti Swift,Maruti,2009,250000,62000,Petrol,Manual
2390,Hyundai Santro,Hyundai,2007,135000,85000,Petrol,Manual
2391,Chevrolet Spark,Chevrolet,2010,110000,73000,Petrol,Manual
2392,Maruti Swift,Maruti,2012,350000,55000,Diesel,Manual
2393,Maruti Omni,Maruti,2016,240000,5800,Petrol,Manual
2394,Toyota Innova,Toyota,2009,350000,350000,Diesel,Manual
2395,Maruti Swift,Maruti,2018,600000,30000,Petrol,Manual
2396,Maruti Swift,Maruti,2018,750000,20000,Diesel,Manual
2397,Hyundai EON,Hyundai,2018,270000,20000,Petrol,Manual
2398,Maruti Alto,Maruti,2007,90000,100000,Petrol,Manual
2399,Maruti Wagon,Maruti,2013,350000,65000,Petrol,Manual
2400,Ford Figo,Ford,2013,285000,90000,Diesel,Manual
2401,Toyota Innova,Toyota,2011,665000,267000,Diesel,Manual
2402,Mahindra Scorpio,Mahindra,2005,175000,250000,Diesel,Manual
2403,Mahindra Xylo,Mahindra,2011,350000,140000,Diesel,Manual
2404,Honda City,Honda,2018,1225000,22000,Petrol,Automatic
2405,Honda Jazz,Honda,2010,285000,60000,Petrol,Manual
2406,Honda City,Honda,2018,1000000,28635,Petrol,Manual
2407,Honda Amaze,Honda,2018,780000,32114,Diesel,Manual
2408,Maruti Celerio,Maruti,2014,300000,82000,Petrol,Manual
2409,Maruti Swift,Maruti,2006,160000,95149,Petrol,Manual
2410,Honda Amaze,Honda,2018,625000,68458,Petrol,Manual
2411,Maruti Ritz,Maruti,2010,265000,42000,Petrol,Manual
2412,Honda City,Honda,2014,515000,90000,Diesel,Manual
2413,Hyundai EON,Hyundai,2016,210000,30000,Petrol,Manual
2414,Maruti Alto,Maruti,2009,140000,80000,Petrol,Manual
2415,Toyota Innova,Toyota,2015,940000,128000,Diesel,Manual
2416,Nissan Terrano,Nissan,2013,750000,80000,Diesel,Manual
2417,Maruti Baleno,Maruti,2016,610000,100000,Diesel,Manual
2418,Nissan Sunny,Nissan,2015,450000,50000,Diesel,Manual
2419,Toyota Etios,Toyota,2012,409999,56000,Diesel,Manual
2420,Hyundai EON,Hyundai,2018,100000,21302,Petrol,Manual
2421,Hyundai i20,Hyundai,2016,650000,100000,Diesel,Manual
2422,Mahindra TUV,Mahindra,2017,650000,80000,Diesel,Manual
2423,Hyundai Getz,Hyundai,2010,150000,105546,Petrol,Manual
2424,Toyota Etios,Toyota,2018,500000,10000,Petrol,Manual
2425,Toyota Innova,Toyota,2012,1000000,80000,Diesel,Manual
2426,Hyundai i20,Hyundai,2013,340000,35000,Petrol,Manual
2427,Hyundai Elite,Hyundai,2019,800000,11240,Petrol,Manual
2428,Toyota Innova,Toyota,2013,1010000,120000,Diesel,Manual
2429,Toyota Etios,Toyota,2011,350000,120000,Diesel,Manual
2430,Maruti Swift,Maruti,2016,595000,70000,Diesel,Manual
2431,Mahindra Scorpio,Mahindra,2014,700000,130000,Diesel,Manual
2432,Renault KWID,Renault,2019,265000,40000,Petrol,Manual
2433,Maruti Alto,Maruti,2015,320000,60000,Petrol,Manual
2434,Honda City,Honda,2011,310000,110000,Petrol,Manual
2435,Honda City,Honda,2014,700000,130000,Diesel,Manual
2436,Maruti Alto,Maruti,2009,130000,80000,Petrol,Manual
2437,Maruti Swift,Maruti,2009,150000,120000,Diesel,Manual
2438,Honda Amaze,Honda,2015,300000,104000,Diesel,Manual
2439,Maruti Swift,Maruti,2011,150000,100000,Petrol,Manual
2440,Honda City,Honda,2003,120000,132343,Petrol,Manual
2441,Hyundai Creta,Hyundai,2016,950000,90000,Diesel,Manual
2442,Maruti Wagon,Maruti,2007,100000,60000,Petrol,Manual
2443,Honda Jazz,Honda,2015,450000,76000,Diesel,Manual
2444,Maruti 800,Maruti,2004,30000,60000,Petrol,Manual
2445,Mahindra Renault,Mahindra,2009,200000,30000,Petrol,Manual
2446,Tata Indigo,Tata,2010,250000,96000,Diesel,Manual
2447,Mahindra Marazzo,Mahindra,2018,1300000,10000,Diesel,Manual
2448,Toyota Etios,Toyota,2017,425000,36000,Diesel,Manual
2449,Honda Amaze,Honda,2017,550000,12997,Diesel,Manual
2450,Maruti Ciaz,Maruti,2017,500000,40000,Petrol,Automatic
2451,Hyundai Verna,Hyundai,2018,1150000,26430,Diesel,Manual
2452,Maruti Swift,Maruti,2015,475000,24600,Petrol,Manual
2453,Maruti Wagon,Maruti,2011,260000,28481,Petrol,Manual
2454,Ford Ecosport,Ford,2013,350000,100000,Petrol,Manual
2455,Mahindra XUV500,Mahindra,2013,750000,41988,Diesel,Manual
2456,Maruti Wagon,Maruti,2009,180000,30375,Petrol,Manual
2457,Renault KWID,Renault,2017,350000,7658,Petrol,Automatic
2458,Maruti Swift,Maruti,2017,611000,34400,Diesel,Manual
2459,Renault KWID,Renault,2017,325000,18500,Petrol,Manual
2460,Maruti Alto,Maruti,2015,280000,26134,Petrol,Manual
2461,Maruti Wagon,Maruti,2014,300000,28942,Petrol,Automatic
2462,Mahindra XUV500,Mahindra,2012,711000,53600,Diesel,Manual
2463,Toyota Innova,Toyota,2015,851000,53652,Diesel,Manual
2464,Maruti Ritz,Maruti,2011,260000,52895,Diesel,Manual
2465,Hyundai Verna,Hyundai,2013,550000,42324,Diesel,Manual
2466,Mahindra XUV500,Mahindra,2016,1044999,65000,Diesel,Manual
2467,Mahindra Scorpio,Mahindra,2012,550000,60236,Diesel,Manual
2468,Maruti Wagon,Maruti,2014,210000,70000,Petrol,Manual
2469,Maruti Wagon,Maruti,2014,210000,70000,Petrol,Manual
2470,Mahindra Xylo,Mahindra,2009,290000,100000,Diesel,Manual
2471,Fiat 500,Fiat,2008,250999,110000,Diesel,Manual
2472,Renault Triber,Renault,2019,600000,10300,Petrol,Manual
2473,Fiat Grande,Fiat,2014,270000,120000,Diesel,Manual
2474,Tata New,Tata,2012,550000,142000,Diesel,Manual
2475,Mahindra TUV,Mahindra,2017,800000,25000,Diesel,Manual
2476,Tata Altroz,Tata,2020,500000,5000,Petrol,Manual
2477,Hyundai Creta,Hyundai,2016,535000,52600,Diesel,Manual
2478,Hyundai Grand,Hyundai,2016,396000,28643,Petrol,Manual
2479,Honda City,Honda,2014,600000,50000,Diesel,Manual
2480,Maruti Wagon,Maruti,2019,575000,30000,Petrol,Manual
2481,Hyundai Santro,Hyundai,2020,520000,5000,Petrol,Manual
2482,Mahindra XUV500,Mahindra,2018,1400000,30000,Diesel,Automatic
2483,Maruti Baleno,Maruti,2018,600000,7600,Petrol,Automatic
2484,Chevrolet Beat,Chevrolet,2013,195000,47253,Diesel,Manual
2485,Maruti Alto,Maruti,2015,281000,4432,Petrol,Automatic
2486,Tata Indica,Tata,2010,75000,110000,Petrol,Manual
2487,Hyundai Grand,Hyundai,2014,400000,25000,Petrol,Manual
2488,Tata Indica,Tata,2009,93000,70000,Diesel,Manual
2489,Hyundai i20,Hyundai,2016,560000,68523,Petrol,Manual
2490,Hyundai EON,Hyundai,2019,400000,5000,Petrol,Manual
2491,Tata Tigor,Tata,2018,459999,40000,Petrol,Manual
2492,Hyundai Xcent,Hyundai,2017,450000,43000,Diesel,Manual
2493,Maruti Alto,Maruti,2010,88000,80251,CNG,Manual
2494,Hyundai i20,Hyundai,2010,250000,34500,Petrol,Manual
2495,Ford Ikon,Ford,2000,22000,42743,Petrol,Manual
2496,Chevrolet Beat,Chevrolet,2013,130000,93900,Diesel,Manual
2497,Maruti Zen,Maruti,2004,79000,80000,Petrol,Manual
2498,Chevrolet Beat,Chevrolet,2012,120000,110000,Diesel,Manual
2499,BMW 7,BMW,2011,1700000,100000,Diesel,Automatic
2500,Chevrolet Optra,Chevrolet,2012,300000,25000,Diesel,Manual
2501,Chevrolet Optra,Chevrolet,2012,300000,25000,Diesel,Manual
2502,Maruti A-Star,Maruti,2009,145000,25000,Petrol,Manual
2503,Ford Endeavour,Ford,2019,3200000,20000,Diesel,Automatic
2504,Chevrolet Spark,Chevrolet,2013,240000,10000,Petrol,Manual
2505,Honda WR-V,Honda,2018,700000,30000,Diesel,Manual
2506,Hyundai Accent,Hyundai,2010,145000,110000,Petrol,Manual
2507,Maruti Ertiga,Maruti,2014,535000,80000,Diesel,Manual
2508,Mahindra KUV,Mahindra,2016,420000,21000,Petrol,Manual
2509,Maruti Alto,Maruti,2016,350000,20000,Petrol,Manual
2510,Maruti Swift,Maruti,2015,550000,32000,Diesel,Manual
2511,Mitsubishi Montero,Mitsubishi,2007,750000,180000,Diesel,Manual
2512,Tata Indica,Tata,2012,198000,70000,Diesel,Manual
2513,Hyundai i20,Hyundai,2013,420000,50000,Diesel,Manual
2514,Hyundai i20,Hyundai,2013,420000,50000,Diesel,Manual
2515,Ford Endeavour,Ford,2004,195000,120000,Diesel,Manual
2516,Hyundai EON,Hyundai,2012,150000,55766,Petrol,Manual
2517,Nissan Micra,Nissan,2011,275000,40000,Petrol,Manual
2518,Maruti 800,Maruti,2001,65000,60000,Petrol,Manual
2519,Maruti Swift,Maruti,2008,200000,50000,Petrol,Manual
